Data_vygruzki,kadastr,object_type,build_year,name,wall_material,Etazh_raspolozheniya__dlya_pomescheniya__MM_,God_vvoda,Kod_podgruppy__iz_perechnya_,KN_roditelskogo_obyekta__dlya_pomescheniy_,Etazhnost__dlya_zdaniya__roditelya_,Naznachenie,Kod_NP__iz_perechnya_,Kod_rascheta_vida_ispolzovaniya__iz_perechnya_,address,permitted_use,Kategoriya,Vid_kharakteristiki,deal_type,KN_ZU__v_granitsakh_kotorogo_raspolozhen_OKS,Nalichie_OKS_v_granitsakh_ZU,Data_vydachi__dokumenta_osnovaniya,Data_registratsii_prava,price_per_sqm,Vid_zaregistrirovannogo_prava__Kod_,Kolichestvo_obyektov_nedvizhimosti,KS_s_perechnya,Dolya_CHislitel,Dolya_Znamenatel,sravnenie,Razmer_priobretaemoy_doli_ili_razmery_priobretaemykh_doley,ploshad_zu_v_sostave,area,price_total,Маркер_Выброса,object_type_code,wall_material_code
2026-01-01,89:11:020207:1435,Помещение,2017.0,Помещение: квартира,Из мелких бетонных блоков,9,,101.0,89:11:020207:1365,11,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, микрорайон Тундровый, дом 5, квартира 70",,,площадь,Купля-продажа,,,2025-10-14,2025-10-14,157746.47887323942,Собственность,1,,,,,,,35.5,5600000.0,,3.0,0.0
2026-01-01,89:08:010201:1053,Помещение,2008.0,Помещение: квартира,Из мелких бетонных блоков,1,,101.0,89:08:010201:401,8,Жилое,,,"Ямало-Ненецкий автономный округ, г Салехард, ул Арктическая, д 4, кв 41",,,площадь,Купля-продажа,,,2025-10-13,2025-10-14,198224.85207100594,Собственность,1,,,,,,,33.8,6700000.0,,3.0,0.0
2026-01-01,89:07:010101:3392,Помещение,1990.0,"Жилое помещение расположено в многоквартирном доме, признанном аварийным и подлежащим сносу или реконструкции",Деревянные,1,,205.0,89:07:010101:1889,2,Жилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Красноселькупский район, село Красноселькуп, переулок Северный, дом 7а, квартира 5",,,площадь,Купля-продажа,,,2025-10-13,2025-10-14,53872.633390705676,Собственность,1,,,,,,,58.1,3130000.0,,3.0,0.0
2026-01-01,89:10:010109:653,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Надым, п Югра, ГСЭК Ольга, гараж №11",,,площадь,Купля-продажа,,,2025-10-10,2025-10-14,23414.634146341465,Собственность,1,,,,,,,20.5,480000.0,,3.0,0.0
2026-01-01,89:11:030101:2282,Помещение,2016.0,Квартира,Крупнопанельные,6,,101.0,89:11:030101:2239,10-11,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, пр-кт Губкина, д 28, кв 43",,,площадь,Купля-продажа,,,2025-10-06,2025-10-15,201977.40112994352,Собственность,1,,,,,,,35.4,7150000.0,,3.0,0.0
2026-01-01,89:12:110610:227,Помещение,1986.0,Нежилое помещение,Из прочих материалов,1,,107.0,89:12:110610:2882,5,Нежилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Космонавтов, д 6, пом 1",,,площадь,Купля-продажа,,,2025-09-25,2025-10-15,43651.713403041824,Собственность,1,,,,,,,420.8,18368641.0,,3.0,0.0
2026-01-01,89:14:010102:3056,Помещение,2025.0,,Из прочих материалов,4,,101.0,89:14:010102:3002,4-5,Жилое,,,"Ямало-Ненецкий автономный округ, город Губкинский, микрорайон №2, д 3, кв 38",,,площадь,Купля-продажа,,,2025-09-17,2025-10-15,48367.79456193353,Собственность,1,,,,,,,33.1,1600974.0,,3.0,0.0
2026-01-01,89:14:010111:791,Помещение,1992.0,"комната расположена в многоквартирном доме, признанном аварийным и подлежащим сносу или реконструкции. Постановление Администрации города Губкинского «О признании многоквартирного жилого дома № 57 микрорайона 11 города Губкинского аварийным и подлежащим сносу» №2328 от 08 октября 2024 года",Крупнопанельные,1,,205.0,89:14:010111:273,2,Жилое,,,"Ямало-Ненецкий автономный округ, г Губкинский, мкр 11-й, д 57, к 20",,,площадь,Купля-продажа,,,2025-09-17,2025-10-15,133414.5,Собственность,1,,,,,,,12.0,1600974.0,,3.0,0.0
2026-01-01,89:12:110613:1135,Помещение,1981.0,двухкомнатная квартира,Железобетонные,5,,101.0,89:12:110613:118,6,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Холмогорская, д 80/28, кв 59",,,площадь,Купля-продажа,,,2025-10-13,2025-10-15,133333.33333333334,Общая долевая собственность,1,,,,,,,48.0,6400000.0,,3.0,0.0
2026-01-01,89:13:010106:529,Помещение,1992.0,квартира,Крупнопанельные,4,,101.0,89:13:010106:194,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Муравленко, ул Ленина, д 86, кв 87",,,площадь,Купля-продажа,,,2025-10-14,2025-10-15,93567.25146198831,Общая долевая собственность,1,,,,,,,51.3,4800000.0,,3.0,0.0
2026-01-01,89:12:110615:1294,Помещение,2006.0,Гараж №7,Из прочих материалов,1,,303.0,89:12:110615:1293,1,Нежилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, мкр К, ул. 60 лет СССР, гараж 7, ""Коллективные гаражи для работников ООО ""НЖСК""",,,площадь,Купля-продажа,,,2025-10-07,2025-10-15,100694.44444444444,Собственность,1,,,,,,,28.8,2900000.0,,3.0,0.0
2026-01-01,89:10:000000:3568,Помещение,2015.0,Гараж №319,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Надым, проезд 8-й, ГСК ""Полярник"", гараж №319",,,площадь,Купля-продажа,,,2025-09-09,2025-10-15,10303.370786516854,Собственность,1,,,,,,,26.7,275100.0,,3.0,0.0
2026-01-01,89:11:020209:1071,Помещение,2015.0,квартира,Из мелких бетонных блоков,8,,101.0,89:11:020209:994,10,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, р-н Южный, ул Сибирская, д 85, кв 45",,,площадь,Купля-продажа,,,2025-10-14,2025-10-15,192192.19219219222,Собственность,1,,,,,,,33.3,6400000.0,,3.0,0.0
2026-01-01,89:12:110705:1447,Помещение,1994.0,Квартира,Кирпичные,8,,101.0,89:12:110705:207,10,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, пр-кт Мира, д 38, кв 29",,,площадь,Купля-продажа,,,2025-10-14,2025-10-15,152201.2578616352,Собственность,1,,,,,,,47.7,7260000.0,,3.0,0.0
2026-01-01,89:11:020205:1792,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Заозерный, СМП-700, ГЭК ""АККОРД"", гараж № 34",,,площадь,Купля-продажа,,,2025-10-11,2025-10-15,28877.005347593586,Собственность,1,,,,,,,18.7,540000.0,,3.0,0.0
2026-01-01,89:08:010204:256,Помещение,1973.0,"Жилое помещение расположено в многоквартирном доме, признанном аварийным и подлежащим сносу или реконструкции",Деревянные,2,,205.0,89:08:010204:114,2,Жилое,,,"Ямало-Ненецкий автономный округ, г Салехард, ул Артеева, д 24, кв 6",,,площадь,Купля-продажа,,,2025-10-10,2025-10-16,114908.33876221499,Собственность,1,,,,,,,30.7,3527686.0,,3.0,0.0
2026-01-01,89:08:020201:2679,Помещение,2024.0,,Бетонные,1,,101.0,89:08:020201:2601,6-8,Жилое,,,"Российская Федерация, Ямало-Ненецкий автономный округ, городской округ город Салехард, город Салехард, мкр Обдорский, дом 1, корпус 2, кв 135",,,площадь,Купля-продажа,,,2025-10-10,2025-10-16,177707.9865771812,Собственность,1,,,,,,,29.8,5295698.0,,3.0,0.0
2026-01-01,89:12:110512:658,Помещение,1990.0,двухкомнатная квартира,Крупнопанельные,2,,205.0,89:12:110512:284,3,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Шевченко, д 127, кв 19",,,площадь,Купля-продажа,,,2025-10-15,2025-10-16,113496.93251533742,Общая долевая собственность,1,,,,,,,48.9,5550000.0,,3.0,0.0
2026-01-01,89:10:010104:1163,Помещение,2024.0,Гараж №2,Смешанные,1,,303.0,89:10:010104:1149,1,Нежилое,,,"Ямало-Ненецкий автономный округ, город Надым, улица Топчева, строение 15, гараж №2",,,площадь,Купля-продажа,,,2025-10-15,2025-10-16,6802.721088435374,Собственность,1,,,,,,,73.5,500000.0,,3.0,0.0
2026-01-01,89:11:010201:713,Помещение,2011.0,Гараж №185,Железобетонные,1,,303.0,89:11:010201:260,2,Нежилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, Западная промзона, панель ""Ж"", Общественно-потребительский гаражный кооператив ""Юг-Регион-Авто"", гараж № 185",,,площадь,Купля-продажа,,,2025-10-20,2025-10-20,88888.88888888889,Собственность,1,,,,,,,27.0,2400000.0,,3.0,0.0
2026-01-01,89:12:110705:1905,Помещение,1983.0,трёхкомнатная квартира,Бетонные,2,,101.0,89:12:110705:222,5,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Ноябрьск, город Ноябрьск, улица Дзержинского, дом 17, квартира 36",,,площадь,Купля-продажа,,,2025-10-17,2025-10-20,76219.51219512196,Собственность,1,,,,,,,65.6,5000000.0,,3.0,0.0
2026-01-01,89:12:110904:349,Помещение,2015.0,гараж №18,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ГК ""Пелей-5"", ряд 29, гараж № 18",,,площадь,Купля-продажа,,,2025-10-16,2025-10-20,33333.333333333336,Собственность,1,,,,,,,24.0,800000.0,,3.0,0.0
2026-01-01,89:13:010105:3908,Помещение,2024.0,,Смешанные,3,,205.0,89:13:010105:3884,3,Жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Муравленко, город Муравленко, переулок Радужный, дом 8, кв 30",,,площадь,Купля-продажа,,,2025-10-15,2025-10-20,114664.63414634147,Общая долевая собственность,1,,,,,,,32.8,3761000.0,,3.0,0.0
2026-01-01,89:13:010105:1785,Помещение,2017.0,"""Жилое помещение расположено в многоквартирном доме, признанном аварийным и подлежащим сносу или реконструкции"" Распоряжение Администрации города Муравленко ""О признании многоквартирного дома 32 по улице Украинских строителей аварийным и подлежащим реконструкции"" № 868 от 08.07.2024 года.",Смешанные,3,,205.0,89:13:010105:1753,3,Жилое,,,"Ямало-Ненецкий автономный округ, г Муравленко, ул Украинских строителей, д 32, кв 32",,,площадь,Купля-продажа,,,2025-10-15,2025-10-20,151315.7894736842,Собственность,1,,,,,,,22.8,3450000.0,,3.0,0.0
